"","Site","sdate","Year","Month","DOY","Precip","MaxT","lPrecip","wPrecip","wlPrecip","Chl_Median","D_Median","lD_Median","DO_Median","PctSat_Median","pH_Median","spCond_Median","T_Median"
"5195","S05",2017-06-29,2017,"Jun",180,4.3,23.3,1.66770682055808,4.464,1.89033739905405,202.02671,0.0975,0.0930348659671894,NA,NA,NA,745.45,16.618
"5196","S05",2017-06-30,2017,"Jun",181,9.4,24.4,2.34180580614733,7.0112,2.8464353756897,167.03417,0.157,0.14583044821154,NA,NA,NA,622.15,16.808
"5197","S05",2017-07-01,2017,"Jul",182,0,26.1,0,13.12896,4.15059294546962,157.01603,0.1215,0.114667074978126,NA,NA,NA,586.85,18.4735
"5198","S05",2017-07-02,2017,"Jul",183,0,30.6,0,10.503168,3.3204743563757,160.23716,0.098,0.0934903430873389,NA,NA,NA,598.2,19.853
"5199","S05",2017-07-03,2017,"Jul",184,0,28.9,0,8.4025344,2.65637948510056,169.09172,0.094,0.0898407039997895,NA,NA,NA,629.4,20.329
"5200","S05",2017-07-04,2017,"Jul",185,0,27.8,0,6.72202752,2.12510358808045,167.67272,0.09,0.0861776962410523,NA,NA,NA,624.4,19.3295
"5201","S05",2017-07-05,2017,"Jul",186,0,27.8,0,5.377622016,1.70008287046436,177.69086,0.086,0.0825012215117437,NA,NA,NA,659.7,18.7585
"5202","S05",2017-07-06,2017,"Jul",187,0,23.3,0,4.3020976128,1.36006629637149,184.36016,0.0815,0.0783489664109764,NA,NA,NA,683.2,18.7585
"5203","S05",2017-07-07,2017,"Jul",188,0.3,22.8,0.262364264467491,2.89406976,0.893889508748715,193.64042,0.08,0.0769610411361283,NA,NA,NA,715.9,18.331
"5204","S05",2017-07-08,2017,"Jul",189,4.6,24.4,1.7227665977411,2.3941945344,0.82661705039728,199.89821,0.079,0.0760346862759976,NA,NA,NA,737.95,17.9975
"5205","S05",2017-07-09,2017,"Jul",190,0,27.8,0,5.1336466432,1.86043826217038,163.34477,0.106,0.100749903100143,NA,NA,NA,609.15,19.6145
"5206","S05",2017-07-10,2017,"Jul",191,0,27.8,0,3.0976,1.23690112596166,167.31797,0.088,0.0843411484337509,NA,NA,NA,623.15,19.3295
"5207","S05",2017-07-11,2017,"Jul",192,0.3,25.6,0.262364264467491,2.47808,0.98952090076933,168.33965,0.084,0.0806579030174545,NA,NA,NA,626.75,19.758
"5208","S05",2017-07-12,2017,"Jul",193,0,28.3,0,2.222464,1.00150813218946,169.77284,0.084,0.0806579030174545,NA,NA,NA,631.8,20.186
"5209","S05",2017-07-13,2017,"Jul",194,1,19.4,0.693147180559945,1.7779712,0.801206505751565,172.56827,0.0825,0.0792731808945079,NA,NA,NA,641.65,18.2835
"5210","S05",2017-07-14,2017,"Jul",195,0,20,0,2.22237696,1.19548294904921,174.41297,0.079,0.0760346862759976,NA,NA,NA,648.15,17.1415
"5211","S05",2017-07-15,2017,"Jul",196,0,22.8,0,1.777901568,0.956386359239367,189.31247,0.076,0.0732504617395927,NA,NA,NA,700.65,17.189
"5212","S05",2017-07-16,2017,"Jul",197,0,27.8,0,1.4223212544,0.765109087391494,187.86509,0.074,0.071389996086673,NA,NA,NA,695.55,18.3785
"5213","S05",2017-07-17,2017,"Jul",198,0,25.6,0,1.1056447488,0.583916121525021,190.60376,0.071,0.0685927914656117,NA,NA,NA,705.2,19.3295
"5214","S05",2017-07-18,2017,"Jul",199,14.5,25.6,2.7408400239252,0.39059456,0.282152242321536,192.33494,0.071,0.0685927914656117,NA,NA,NA,711.3,20.424
"5215","S05",2017-07-19,2017,"Jul",200,0,26.7,0,11.912475648,2.41839381299739,229.91006,0.089,0.0852598439508234,NA,NA,NA,843.7,20.9005
"5216","S05",2017-07-20,2017,"Jul",201,0,31.1,0,9.5299805184,1.93471505039791,211.09412,0.08,0.0769610411361283,NA,NA,NA,777.4,21.521
"5217","S05",2017-07-21,2017,"Jul",202,0,30.6,0,7.59177216,1.51960089193016,195.24389,0.076,0.0732504617395927,NA,NA,NA,721.55,21.4735
"5218","S05",2017-07-22,2017,"Jul",203,0,30,0,6.073417728,1.21568071354412,179.93288,0.072,0.0695260626486102,NA,NA,NA,667.6,21.473
"5219","S05",2017-07-23,2017,"Jul",204,0,22.2,0,4.75136,0.89811845903981,177.08069,0.067,0.0648509723196163,NA,NA,NA,657.55,19.758
"5220","S05",2017-07-24,2017,"Jul",205,6.1,18.9,1.96009478404727,3.801088,0.718494767231848,186.41771,0.066,0.0639133257436528,NA,NA,NA,690.45,17.284
"5221","S05",2017-07-25,2017,"Jul",206,0,22.8,0,7.9208704,2.14287164102329,184.3034,0.0795,0.076497970972725,NA,NA,NA,683,16.427
"5222","S05",2017-07-26,2017,"Jul",207,0,26.7,0,6.33669632,1.71429731281864,223.76579,0.071,0.0685927914656117,NA,NA,NA,822.05,17.189
"5223","S05",2017-07-27,2017,"Jul",208,0,23.9,0,5.069357056,1.37143785025491,200.36648,0.07,0.0676586484738148,NA,NA,NA,739.6,17.57
"5224","S05",2017-07-28,2017,"Jul",209,0,28.9,0,2.49856,0.802854823545762,187.41101,0.069,0.0667236320429082,NA,NA,NA,693.95,18.331
"5225","S05",2017-07-29,2017,"Jul",210,0,23.9,0,1.998848,0.64228385883661,182.01881,0.066,0.0639133257436528,NA,NA,NA,674.95,17.9975
"5226","S05",2017-07-30,2017,"Jul",211,0,26.7,0,1.5990784,0.513827087069288,182.14652,0.063,0.0610950993598109,NA,NA,NA,675.4,16.713
"5227","S05",2017-07-31,2017,"Jul",212,0,27.2,0,1.27926272,0.41106166965543,183.40943,0.061,0.0592118596318461,NA,NA,NA,679.85,17.2365
"5228","S05",2017-08-01,2017,"Aug",213,0,30,0,1.023410176,0.328849335724344,181.70663,0.06,0.0582689081239758,NA,NA,NA,673.85,18.8535
"5229","S05",2017-08-02,2017,"Aug",214,0,28.9,0,0.8187281408,0.263079468579475,208.95143,0.059,0.0573250666192694,NA,NA,NA,769.85,19.377
"5230","S05",2017-08-03,2017,"Aug",215,0,26.7,0,0,0,202.7504,0.058,0.0563803334361076,NA,NA,NA,748,20.1385
"5231","S05",2017-08-04,2017,"Aug",216,0,25,0,0,0,203.10515,0.058,0.0563803334361076,NA,NA,NA,749.25,20.2815
"5232","S05",2017-08-05,2017,"Aug",217,1.3,22.8,0.832909122935104,0,0,207.74528,0.059,0.0573250666192694,NA,NA,NA,765.6,20.043
"5233","S05",2017-08-06,2017,"Aug",218,0,25,0,1.04,0.666327298348083,209.4197,0.064,0.0620353909194526,NA,NA,NA,771.5,18.806
"5234","S05",2017-08-07,2017,"Aug",219,0.5,26.1,0.405465108108164,0.832,0.533061838678467,238.55177,0.062,0.0601539228197471,NA,NA,NA,874.15,17.6175
"5235","S05",2017-08-08,2017,"Aug",220,3.6,22.8,1.52605630349505,1.0656,0.750821557429305,245.19269,0.068,0.0657877405380031,NA,NA,NA,897.55,18.236
"5236","S05",2017-08-09,2017,"Aug",221,0,27.8,0,3.73248,1.82150228873948,291.55142,0.066,0.0639133257436528,NA,NA,NA,1060.9,17.9025
"5237","S05",2017-08-10,2017,"Aug",222,0,27.2,0,2.985984,1.45720183099159,282.6401,0.064,0.0620353909194526,NA,NA,NA,1029.5,18.711
"5238","S05",2017-08-11,2017,"Aug",223,0,26.1,0,2.3887872,1.16576146479327,275.85728,0.064,0.0620353909194526,NA,NA,NA,1005.6,19.3295
"5239","S05",2017-08-12,2017,"Aug",224,2,22.8,1.09861228866811,1.91102976,0.932609171834616,274.99169,0.065,0.0629747991613884,NA,NA,NA,1002.55,19.1395
"5240","S05",2017-08-13,2017,"Aug",225,0.3,30,0.262364264467491,3.128823808,1.62497716840218,266.59121,0.065,0.0629747991613884,NA,NA,NA,972.95,19.3295
"5241","S05",2017-08-14,2017,"Aug",226,0,27.2,0,2.7430590464,1.50987314629574,256.16156,0.062,0.0601539228197471,NA,NA,NA,936.2,18.521
"5242","S05",2017-08-15,2017,"Aug",227,0,26.1,0,2.0548608,1.11846558094793,246.49817,0.062,0.0601539228197471,NA,NA,NA,902.15,18.4735
"5243","S05",2017-08-16,2017,"Aug",228,0,27.8,0,1.64388864,0.894772464758346,249.22265,0.062,0.0601539228197471,NA,NA,NA,911.75,18.8535
"5244","S05",2017-08-17,2017,"Aug",229,0,28.3,0,1.2614238208,0.672281487331835,251.52143,0.0645,0.0625052053513971,NA,NA,NA,919.85,17.189
"5245","S05",2017-08-18,2017,"Aug",230,48.5,19.4,3.90197266957464,0.622592,0.373966141981321,241.50329,0.067,0.0648509723196163,NA,NA,NA,884.55,16.903
"5246","S05",2017-08-19,2017,"Aug",231,0.3,26.7,0.262364264467491,39.2980736,3.42075104924477,94.23947,0.1725,0.159138221338297,NA,NA,NA,365.65,17.95
"5247","S05",2017-08-20,2017,"Aug",232,0,28.9,0,31.67845888,2.94649225096981,124.37903,0.108,0.102556588325092,NA,NA,NA,471.85,18.806
"5248","S05",2017-08-21,2017,"Aug",233,0,30,0,25.342767104,2.35719380077585,142.57061,0.086,0.0825012215117437,NA,NA,NA,535.95,18.5685
"5249","S05",2017-08-22,2017,"Aug",234,9.1,27.8,2.31253542384721,20.0594653184,1.76779244435035,152.95769,0.078,0.0751074724868054,NA,NA,NA,572.55,19.282
"5250","S05",2017-08-23,2017,"Aug",235,10.4,26.7,2.43361335540045,23.29536,3.23609114616988,111.01205,0.1845,0.169320744616703,NA,NA,NA,424.75,20.234
"5251","S05",2017-08-24,2017,"Aug",236,0,26.1,0,26.956288,4.53576360125626,122.46338,0.103,0.0980337402713654,NA,NA,NA,465.1,18.6635
"5252","S05",2017-08-25,2017,"Aug",237,0,23.3,0,21.5650304,3.62861088100501,143.39363,0.084,0.0806579030174545,NA,NA,NA,538.85,17.76
"5253","S05",2017-08-26,2017,"Aug",238,0,23.9,0,17.25202432,2.90288870480401,152.41847,0.074,0.071389996086673,NA,NA,NA,570.65,16.1415
"5254","S05",2017-08-27,2017,"Aug",239,0,23.3,0,13.801619456,2.32231096384321,163.586,0.072,0.0695260626486102,NA,NA,NA,610,15.712
"5255","S05",2017-08-28,2017,"Aug",240,0,22.8,0,5.8336477184,1.43887764593184,170.14178,0.07,0.0676586484738148,NA,NA,NA,633.1,15.2345
"5256","S05",2017-08-29,2017,"Aug",241,0,20.6,0,4.63470592,1.1229309683573,175.30694,0.068,0.0657877405380031,NA,NA,NA,651.3,14.9
"5257","S05",2017-08-30,2017,"Aug",242,0,23.3,0,3.707764736,0.898344774685839,185.45279,0.07,0.0676586484738148,NA,NA,NA,687.05,14.948
"5258","S05",2017-08-31,2017,"Aug",243,0,25,0,2.9662117888,0.718675819748672,192.17885,0.068,0.0657877405380031,NA,NA,NA,710.75,14.9
"5259","S05",2017-09-01,2017,"Sep",244,0,18.9,0,1.3958643712,0.326634055392305,197.44334,0.067,0.0648509723196163,NA,NA,NA,729.3,13.606
"5260","S05",2017-09-02,2017,"Sep",245,0,21.7,0,0,0,205.61678,0.065,0.0629747991613884,NA,NA,NA,758.1,12.5455
"5261","S05",2017-09-03,2017,"Sep",246,23.1,17.8,3.18221184049661,0,0,208.66763,0.065,0.0629747991613884,NA,NA,NA,768.85,13.654
"5262","S05",2017-09-04,2017,"Sep",247,0.3,24.4,0.262364264467491,18.48,2.54576947239729,112.89932,0.162,0.150142658429719,NA,NA,NA,431.4,14.469
"5263","S05",2017-09-05,2017,"Sep",248,0,26.1,0,15.024,2.24650698949182,129.53,0.101,0.0962188577405429,NA,NA,NA,490,16.5225
"5264","S05",2017-09-06,2017,"Sep",249,15.7,22.2,2.81540871942271,12.0192,1.79720559159346,134.80868,0.09,0.0861776962410523,NA,NA,NA,508.6,17.5225
"5265","S05",2017-09-07,2017,"Sep",250,15.5,23.3,2.80336038090653,22.17536,3.69009144881293,67.83188,0.368,0.313349819200359,NA,NA,NA,272.6,16.999
"5266","S05",2017-09-08,2017,"Sep",251,0.3,22.2,0.262364264467491,30.140288,5.19476146377558,105.84689,0.1955,0.178564507916242,NA,NA,NA,406.55,16.427
"5267","S05",2017-09-09,2017,"Sep",252,0,22.2,0,24.3522304,4.36570058259445,129.50162,0.1345,0.126192025237759,NA,NA,NA,489.9,15.8075
"5268","S05",2017-09-10,2017,"Sep",253,0,22.2,0,19.48178432,3.49256046607556,144.98291,0.114,0.107957141505092,NA,NA,NA,544.45,15.473
"5269","S05",2017-09-11,2017,"Sep",254,0,26.1,0,15.585427456,2.79404837286045,158.9033,0.102,0.0971267107307228,NA,NA,NA,593.5,14.9
"5270","S05",2017-09-12,2017,"Sep",255,0,25,0,12.4683419648,2.23523869828836,169.92893,0.093,0.0889262091944015,NA,NA,NA,632.35,14.948
"5271","S05",2017-09-13,2017,"Sep",256,0,26.7,0,7.4943299584,1.44650356403377,175.43465,0.09,0.0861776962410523,NA,NA,NA,651.75,15.33
"5272","S05",2017-09-14,2017,"Sep",257,0,26.7,0,5.963251712,1.12903170283884,180.17411,0.086,0.0825012215117437,NA,NA,NA,668.45,15.9985
"5273","S05",2017-09-15,2017,"Sep",258,0,22.2,0,4.7706013696,0.903225362271071,190.74566,0.085,0.0815799869924229,NA,NA,NA,705.7,17.5225
"5274","S05",2017-09-16,2017,"Sep",259,0,26.7,0,2.130706432,0.420278080447012,196.6487,0.086,0.0825012215117437,NA,NA,NA,726.5,17.855
"5275","S05",2017-09-17,2017,"Sep",260,0,23.3,0,0.0402653184,0.0352139354852178,204.66605,0.085,0.0815799869924229,NA,NA,NA,754.75,17.95
"5276","S05",2017-09-18,2017,"Sep",261,0,19.4,0,0,0,211.76105,0.084,0.0806579030174545,NA,NA,NA,779.75,17.57
"5277","S05",2017-09-19,2017,"Sep",262,1,20.6,0.693147180559945,0,0,217.99046,0.086,0.0825012215117437,NA,NA,NA,801.7,17.189
"5278","S05",2017-09-20,2017,"Sep",263,0,23.9,0,0.8,0.554517744447956,231.03107,0.09,0.0861776962410523,NA,NA,NA,847.65,18.0925
"5279","S05",2017-09-21,2017,"Sep",264,0,23.9,0,0.64,0.443614195558365,230.80403,0.089,0.0852598439508234,NA,NA,NA,846.85,17.95
"5280","S05",2017-09-22,2017,"Sep",265,0,21.1,0,0.512,0.354891356446692,237.00506,0.0855,0.0820407103362095,NA,NA,NA,868.7,16.5705
"5281","S05",2017-09-23,2017,"Sep",266,0,27.8,0,0.4096,0.283913085157354,275.17616,0.111,0.105260510657493,NA,NA,NA,1003.2,16.618
"5282","S05",2017-09-24,2017,"Sep",267,0,30,0,0.32768,0.227130468125883,279.47573,0.0815,0.0783489664109764,NA,NA,NA,1018.35,17.284
"5283","S05",2017-09-25,2017,"Sep",268,0,28.3,0,0.262144,0.181704374500706,279.17774,0.081,0.0778865386570712,NA,NA,NA,1017.3,18.3785
"5284","S05",2017-09-26,2017,"Sep",269,0,27.2,0,0.2097152,0.145363499600565,275.21873,0.08,0.0769610411361283,NA,NA,NA,1003.35,18.2835
"5285","S05",2017-09-27,2017,"Sep",270,0,28.9,0,0.16777216,0.116290799680452,272.48006,0.081,0.0778865386570712,NA,NA,NA,993.7,18.4735
"5286","S05",2017-09-28,2017,"Sep",271,0,24.4,0,0.134217728,0.0930326397443617,272.66453,0.084,0.0806579030174545,NA,NA,NA,994.35,18.996
"5287","S05",2017-09-29,2017,"Sep",272,0,18.3,0,0,0,272.67872,0.079,0.0760346862759976,NA,NA,NA,994.4,13.846
"5288","S05",2017-09-30,2017,"Sep",273,0.8,13.3,0.587786664902119,0,0,272.9909,0.079,0.0760346862759976,NA,NA,NA,995.5,12.497
"5289","S05",2017-10-01,2017,"Oct",274,0,18.3,0,0.64,0.470229331921695,272.35235,0.0805,0.0774238969648036,NA,NA,NA,993.25,10.651
"5290","S05",2017-10-02,2017,"Oct",275,0,20.6,0,0.512,0.376183465537356,271.16039,0.081,0.0778865386570712,NA,NA,NA,989.05,10.748
"5291","S05",2017-10-03,2017,"Oct",276,0,17.8,0,0.4096,0.300946772429885,269.38664,0.082,0.0788111804242898,NA,NA,NA,982.8,10.944
"5292","S05",2017-10-04,2017,"Oct",277,0,23.3,0,0.32768,0.240757417943908,266.8892,0.082,0.0788111804242898,NA,NA,NA,974,11.5765
"5293","S05",2017-10-05,2017,"Oct",278,0,24.4,0,0.262144,0.192605934355126,266.91758,0.085,0.0815799869924229,NA,NA,NA,974.1,14.134
"5294","S05",2017-10-06,2017,"Oct",279,0.8,20,0.587786664902119,0.2097152,0.154084747484101,266.61959,0.084,0.0806579030174545,NA,NA,NA,973.05,13.173
"5295","S05",2017-10-07,2017,"Oct",280,0,19.4,0,0.80777216,0.593497129908976,264.27824,0.088,0.0843411484337509,NA,NA,NA,964.8,12.98
"5296","S05",2017-10-08,2017,"Oct",281,3,22.8,1.38629436111989,0.646217728,0.474797703927181,265.00193,0.091,0.0870947068509338,NA,NA,NA,967.35,15.139
"5297","S05",2017-10-09,2017,"Oct",282,11.7,19.4,2.54160199346455,2.9169741824,1.48887365203766,264.24986,0.113,0.107059072293408,NA,NA,NA,964.7,15.855
"5298","S05",2017-10-10,2017,"Oct",283,0,25,0,11.60768,3.16126740383227,218.16074,0.1635,0.151432703760209,NA,NA,NA,802.3,16.237
"5299","S05",2017-10-11,2017,"Oct",284,0.3,21.1,0.262364264467491,9.286144,2.52901392306582,187.12721,0.115,0.108854404912082,NA,NA,NA,692.95,14.996
"5300","S05",2017-10-12,2017,"Oct",285,0,14.4,0,7.6689152,2.23310255002665,189.14219,0.091,0.0870947068509338,NA,NA,NA,700.05,11.916
"5301","S05",2017-10-13,2017,"Oct",286,0,15.6,0,6.13513216,1.78648204002132,198.43664,0.088,0.0843411484337509,NA,NA,NA,732.8,9.7675
"5302","S05",2017-10-14,2017,"Oct",287,0,21.1,0,4.908105728,1.42918563201706,202.40984,0.09,0.0861776962410523,NA,NA,NA,746.8,11.722
"5303","S05",2017-10-15,2017,"Oct",288,0,21.1,0,3.9264845824,1.14334850561364,212.99558,0.094,0.0898407039997895,NA,NA,NA,784.1,13.5575
"5304","S05",2017-10-16,2017,"Oct",289,0,20,0,3.05528832,0.851565691921428,223.26914,0.097,0.0925791812930932,NA,NA,NA,820.3,13.942
"5305","S05",2017-10-17,2017,"Oct",290,0,13.3,0,2.444230656,0.681252553537142,231.08783,0.093,0.0889262091944015,NA,NA,NA,847.85,9.62
"5306","S05",2017-10-18,2017,"Oct",291,0,21.7,0,1.6332619776,0.396149819238735,232.63454,0.091,0.0870947068509338,NA,NA,NA,853.3,9.2255
"5307","S05",2017-10-19,2017,"Oct",292,0,19.4,0,0.050331648,0.0440174193565222,237.24629,0.092,0.0880108773227133,NA,NA,NA,869.55,9.768
"5308","S05",2017-10-20,2017,"Oct",293,0,21.1,0,0.0402653184,0.0352139354852178,238.73624,0.0945,0.0902976379807806,NA,NA,NA,874.8,10.944
"5309","S05",2017-10-21,2017,"Oct",294,0,21.1,0,0,0,241.90061,0.094,0.0898407039997895,NA,NA,NA,885.95,10.357
"5310","S05",2017-10-22,2017,"Oct",295,0,16.7,0,0,0,240.7796,0.093,0.0889262091944015,NA,NA,NA,882,10.797
"5311","S05",2017-10-23,2017,"Oct",296,0,16.7,0,0,0,246.42722,0.094,0.0898407039997895,NA,NA,NA,901.9,11.528
"5312","S05",2017-10-24,2017,"Oct",297,1.5,17.8,0.916290731874155,0,0,242.0567,0.101,0.0962188577405429,NA,NA,NA,886.5,13.221
"5313","S05",2017-10-25,2017,"Oct",298,35.1,18.3,3.58629286533884,1.2,0.733032585499324,220.65818,0.168,0.155292884406035,NA,NA,NA,811.1,15.0435
"5314","S05",2017-10-26,2017,"Oct",299,44.7,15.6,3.82209829790016,29.04,3.45546036067053,101.12162,0.454,0.374318379111328,NA,NA,NA,389.9,14.996
"5315","S05",2017-10-27,2017,"Oct",300,0,15.6,0,58.992,5.82204692685655,67.5197,0.5165,0.416405048146499,NA,NA,NA,271.5,12.401
"5316","S05",2017-10-28,2017,"Oct",301,0,15.6,0,47.1936,4.65763754148524,106.69829,0.342,0.29416103854949,NA,NA,NA,409.55,10.846
"5317","S05",2017-10-29,2017,"Oct",302,14.2,16.7,2.72129542785223,37.75488,3.72611003318819,125.11691,0.318,0.276115436080315,NA,NA,NA,474.45,11.3825
"5318","S05",2017-10-30,2017,"Oct",303,19.3,17.2,3.01062088604774,41.563904,5.15792436883234,62.39711,0.705,0.53356511073548,NA,NA,NA,253.45,13.75
"5319","S05",2017-10-31,2017,"Oct",304,0,13.9,0,48.6911232,6.53483620390407,86.37821,0.434,0.360467742177429,NA,NA,NA,337.95,11.334
"5320","S05",2017-11-01,2017,"Nov",305,0,11.7,0,38.95289856,5.22786896312325,105.90365,0.341,0.293415604299541,NA,NA,NA,406.75,9.571
"5321","S05",2017-11-02,2017,"Nov",306,0,15,0,31.162318848,4.1822951704986,121.45589,0.3215,0.278767455062207,NA,NA,NA,461.55,10.063
"5322","S05",2017-11-03,2017,"Nov",307,0,21.1,0,24.7687938048,3.2474501682232,138.044,0.314,0.273075920062419,NA,NA,NA,520,11.528
"5323","S05",2017-11-04,2017,"Nov",308,0,11.7,0,16.0462012416,2.21288487031585,151.14137,0.284,0.249980205267769,NA,NA,NA,566.15,10.259
"5324","S05",2017-11-05,2017,"Nov",309,0.8,13.3,0.587786664902119,8.03733504,1.35991321646322,164.04008,0.247,0.220740666697899,NA,NA,NA,611.6,9.2255
"5325","S05",2017-11-06,2017,"Nov",310,8.1,16.7,2.2082744135228,7.069868032,1.55815990509227,168.16937,0.249,0.222343231143441,NA,NA,NA,626.15,10.6995
"5326","S05",2017-11-07,2017,"Nov",311,0,8.9,0,12.1358944256,3.01314745489206,132.75113,0.376,0.319180739511152,NA,NA,NA,501.35,9.866
"5327","S05",2017-11-08,2017,"Nov",312,0,6.7,0,8.1840021504,2.11832109227915,128.97659,0.325,0.281412459438186,NA,NA,NA,488.05,7.782
"5328","S05",2017-11-09,2017,"Nov",313,0,8.9,0,4.47488,1.37139391766758,142.68413,0.3,0.262364264467491,NA,NA,NA,536.35,5.757
"5329","S05",2017-11-10,2017,"Nov",314,0.8,9.4,0.587786664902119,3.579904,1.09711513413407,157.68296,0.2855,0.251147747723807,NA,NA,NA,589.2,5.911
"5330","S05",2017-11-11,2017,"Nov",315,0,2.2,0,3.5039232,1.34792143922895,172.27028,0.245,0.219135529916671,NA,NA,NA,640.6,3.049
"5331","S05",2017-11-12,2017,"Nov",316,0,5.6,0,2.80313856,1.07833715138316,182.50127,0.221,0.199670195128568,NA,NA,NA,676.65,2.73
"5332","S05",2017-11-13,2017,"Nov",317,2.3,1.7,1.19392246847243,2.242510848,0.862669721106528,184.27502,0.2135,0.193508746184519,NA,NA,NA,682.9,2.73
"5333","S05",2017-11-14,2017,"Nov",318,0,6.1,0,3.6340086784,1.64527375166317,186.5738,0.2415,0.216320325966084,NA,NA,NA,691,3.049
"5334","S05",2017-11-15,2017,"Nov",319,0,5,0,2.8213075968,1.25310588876105,197.06021,0.248,0.221542269947236,NA,NA,NA,727.95,3.683
"5335","S05",2017-11-16,2017,"Nov",320,14,8.9,2.70805020110221,1.3873152,0.765373051341988,187.63805,0.244,0.218331994316988,NA,NA,NA,694.75,3.155
"5336","S05",2017-11-17,2017,"Nov",321,0,5.6,0,12.30985216,2.77873860195536,103.78934,0.54,0.431782416425538,NA,NA,NA,399.3,4.934
"5337","S05",2018-03-26,2018,"Mar",85,0,5,0,1.36448,0.874221415432685,NA,NA,NA,NA,NA,NA,NA,NA
"5338","S05",2018-03-27,2018,"Mar",86,0,8.3,0,1.091584,0.699377132346148,NA,NA,NA,NA,NA,NA,NA,NA
"5339","S05",2018-03-28,2018,"Mar",87,0.3,8.9,0.262364264467491,0.8732672,0.559501705876919,NA,NA,NA,NA,NA,NA,NA,NA
"5340","S05",2018-03-29,2018,"Mar",88,5.1,10,1.80828877117927,0.93861376,0.657492776275528,NA,0.625,0.485507815781701,NA,NA,NA,NA,3.683
"5341","S05",2018-03-30,2018,"Mar",89,1.5,14.4,0.916290731874155,4.830891008,1.97262523796383,106.88276,0.686,0.522358859579664,NA,NA,NA,410.2,3.472
"5342","S05",2018-03-31,2018,"Mar",90,0,11.1,0,5.0647128064,2.31113277587039,109.0964,0.5925,0.465305108464181,NA,NA,NA,418,4.207
"5343","S05",2018-04-01,2018,"Apr",91,0,13.9,0,3.912183808,1.75947328460766,121.76807,0.525,0.421994410059375,NA,NA,NA,462.65,5.037
"5344","S05",2018-04-02,2018,"Apr",92,2.3,3.3,1.19392246847243,3.1297470464,1.40757862768612,133.94309,0.45,0.371563556432483,NA,NA,NA,505.55,3.893
"5345","S05",2018-04-03,2018,"Apr",93,4.3,7.2,1.66770682055808,4.2042112,1.99176794083819,147.65063,0.4195,0.350304696930889,NA,NA,NA,553.85,3.261
"5346","S05",2018-04-04,2018,"Apr",94,16.8,6.7,2.87919845729804,6.80336896,2.92757980911701,135.73103,0.6765,0.516708286924146,NA,NA,NA,511.85,3.7355
"5347","S05",2018-04-05,2018,"Apr",95,0,4.4,0,18.882695168,4.64542261313204,102.72509,0.5665,0.448843831410109,NA,NA,NA,395.55,3.314
"5348","S05",2018-04-06,2018,"Apr",96,3.6,4.4,1.52605630349505,15.1061561344,3.71633809050563,129.57257,0.4525,0.373286209743929,NA,NA,NA,490.15,3.049
"5349","S05",2018-04-07,2018,"Apr",97,1.5,7.8,0.916290731874155,14.9327126528,4.16574436681237,146.81342,0.5035,0.407795723446447,NA,NA,NA,550.9,2.996
"5350","S05",2018-04-08,2018,"Apr",98,0,6.7,0,12.598561792,3.87146455060075,137.95886,0.423,0.352767319107715,NA,NA,NA,519.7,4.415
"5351","S05",2018-04-09,2018,"Apr",99,0,6.1,0,9.91778816,2.99878567230491,148.13309,0.379,0.321358598811165,NA,NA,NA,555.55,4.05
"5352","S05",2018-04-10,2018,"Apr",100,0,4.4,0,7.934230528,2.39902853784393,158.39246,0.361,0.308219723669329,NA,NA,NA,591.7,4.05
"5353","S05",2018-04-11,2018,"Apr",101,0,7.2,0,6.3473844224,1.91922283027514,164.1536,0.353,0.302324349188651,NA,NA,NA,612,4.05
"5354","S05",2018-04-12,2018,"Apr",102,4.6,10,1.7227665977411,4.8309469184,1.4071818153189,167.20445,0.3455,0.296765691184823,NA,NA,NA,622.75,5.244
"5355","S05",2018-04-13,2018,"Apr",103,1.3,16.7,0.832909122935104,7.0830485504,2.32489007410767,170.14178,0.4375,0.362905493689368,NA,NA,NA,633.1,6.471
"5356","S05",2018-04-14,2018,"Apr",104,0,8.9,0,4.902552576,2.2170877773145,147.1256,0.3725,0.316633894401549,NA,NA,NA,552,7.28
"5357","S05",2018-04-15,2018,"Apr",105,2.5,0.6,1.25276296849537,3.9220420608,1.7736702218516,148.60136,0.341,0.293415604299541,NA,NA,NA,557.2,4.259
"5358","S05",2018-04-16,2018,"Apr",106,61,8.3,4.12713438504509,4.751086592,2.25728750439343,165.47327,0.4315,0.358722845556033,NA,NA,NA,616.65,3.261
"5359","S05",2018-04-17,2018,"Apr",107,0,8.3,0,52.439808,5.00915154337513,63.09242,0.7965,0.585840327571436,NA,NA,NA,255.9,4.311
"5360","S05",2018-04-18,2018,"Apr",108,0,11.7,0,41.9518464,4.00732123470011,87.17285,0.5485,0.43728672043112,NA,NA,NA,340.75,5.141
"5361","S05",2018-04-19,2018,"Apr",109,0.5,8.9,0.405465108108164,33.56147712,3.20585698776009,106.1165,0.451,0.372252973902051,NA,NA,NA,407.5,6.37
"5362","S05",2018-04-20,2018,"Apr",110,0,11.1,0,27.249181696,2.8890576766946,115.6238,0.4065,0.341104348947775,NA,NA,NA,441,6.166
"5363","S05",2018-04-21,2018,"Apr",111,0,13.9,0,21.7993453568,2.31124614135568,124.09523,0.3665,0.312252726385986,NA,NA,NA,470.85,6.775
